Product,Price,Quantity,Date
Aquarium Stand,68.4,18,2024-02-10
Water Test Kit,45.29,8,2023-12-05
Zebra Danio,42.17,20,2023-12-27
Algae Wafers,141.66,2,2024-05-28
Fish Tank - 5 Gallon,162.59,18,2024-05-12
Aquarium Filter - Small,163.06,19,2024-02-09
Discus,110.99,15,2024-04-10
Filter Cartridges,119.3,12,2024-01-27
Betta Tank,156.01,17,2024-07-10
Corydoras Catfish,140.48,9,2024-01-16
LED Aquarium Light,29.97,4,2023-11-01
Betta Tank,199.2,11,2024-06-23
Aquarium Filter - Small,9.83,7,2024-07-28
Fish Tank - 50 Gallon,133.72,13,2023-12-14
Water Test Kit,156.35,9,2024-06-06
Aquarium Filter - Large,144.79,9,2024-05-31
Aquarium Filter - Large,93.08,9,2024-04-24
Ammonia Remover,69.06,17,2024-03-22
Corydoras Catfish,14.89,19,2024-06-02
Betta Tank,174.63,5,2024-05-18
Bio Balls,153.09,2,2024-02-15
Platy,75.26,14,2023-12-25
Neon Tetra,130.38,19,2024-01-18
Gravel Vacuum,46.21,15,2023-12-04
Corydoras Catfish,61.59,13,2024-04-24
Aquarium Filter - Medium,57.15,4,2024-09-17
Platy,65.84,4,2024-03-21
Automatic Fish Feeder,193.5,1,2023-12-07
Angelfish,110.72,17,2023-12-27
Gravel Vacuum,41.62,8,2024-03-05
Guppy,28.13,7,2024-04-06
Algae Scrubber,77.92,5,2024-05-24
Neon Tetra,167.25,1,2024-03-12
Water Test Kit,77.76,7,2024-07-03
Water Conditioner,69.84,14,2024-03-18
Aquarium Filter - Small,184.34,5,2024-03-30
Filter Cartridges,12.05,4,2024-04-01
Air Stone,6.56,12,2024-03-06
Frozen Bloodworms,34.64,9,2024-01-20
Aquarium Filter - Medium,34.02,10,2024-03-29
Algae Control,83.8,18,2024-06-11
Ceramic Ornaments,31.08,12,2024-08-14
Aquarium Moss,186.46,19,2023-11-11
LED Aquarium Light,28.84,19,2024-07-19
Artificial Plants,15.19,12,2024-07-18
Betta Tank,46.13,6,2024-01-27
Guppy,101.83,7,2024-04-30
Live Aquarium Plants - Amazon Sword,120.5,11,2023-12-08
Gravel Vacuum,87.62,13,2024-07-09
Water Conditioner,22.55,20,2024-07-05
Zebra Danio,196.28,18,2024-09-14
Molly,48.35,8,2023-10-08
Breeding Box,165.12,11,2024-04-19
Water Conditioner,38.9,8,2024-08-28
Breeding Box,197.05,13,2024-06-26
Otocinclus Catfish,103.92,12,2024-07-28
Brine Shrimp,55.24,20,2023-11-15
Fish Tank - 20 Gallon,140.06,16,2024-06-16
Goldfish,196.89,9,2024-08-25
Fish Food Flakes,138.16,20,2024-08-12
Breeding Box,173.42,11,2024-06-24
Ammonia Remover,106.81,11,2024-06-02
Ceramic Ornaments,175.81,11,2023-12-27
Brine Shrimp,73.54,2,2023-12-02
Discus,93.23,12,2024-02-10
Fish Tank - 50 Gallon,36.77,16,2023-09-30
pH Adjuster,77.16,15,2023-10-24
Water Test Kit,5.31,9,2024-07-09
Guppy,190.08,5,2024-03-06
Aquarium Filter - Large,85.97,19,2024-01-04
Zebra Danio,176.31,10,2024-04-14
Check Valve,89.4,16,2024-07-07
Algae Control,116.06,20,2024-04-10
Otocinclus Catfish,7.55,11,2024-07-01
Bacterial Supplement,115.17,5,2024-08-29
Gravel Vacuum,125.1,4,2024-06-15
Ammonia Remover,61.59,10,2024-07-25
Neon Tetra,162.39,12,2024-01-07
Betta Tank,188.98,3,2024-02-04
Fish Tank - 10 Gallon,149.7,2,2023-11-23
Ceramic Ornaments,174.28,16,2024-03-19
Rainbow Shark,126.58,6,2024-04-24
Guppy,145.11,16,2023-11-03
Fish Net,165.84,3,2024-07-20
Gravel Substrate,59.97,20,2024-04-06
Live Aquarium Plants - Anubias,116.23,19,2023-12-23
Filter Cartridges,106.17,11,2024-06-27
Fish Tank - 10 Gallon,188.81,8,2024-02-25
Fish Food Flakes,141.09,5,2024-04-19
Aquarium Filter - Large,152.33,15,2024-07-13
Aquarium Filter - Small,144.56,10,2024-05-23
Live Aquarium Plants - Amazon Sword,56.33,14,2023-10-27
Algae Wafers,128.19,5,2024-06-11
Algae Wafers,127.59,14,2024-05-24
Gravel Vacuum,86.72,2,2024-06-07
Frozen Bloodworms,100.22,11,2024-07-06
Fish Tank - 20 Gallon,122.16,10,2024-01-01
Fish Net,143.93,19,2024-05-15
Water Conditioner,124.88,2,2023-12-16
Platy,101.46,6,2023-11-14
Fish Food Flakes,118.9,4,2023-11-09
Fish Food Flakes,58.53,5,2023-10-23
Fish Tank - 5 Gallon,113.37,3,2024-06-25
Goldfish,13.28,9,2023-11-17
Filter Cartridges,118.09,1,2024-06-11
Gravel Vacuum,189.17,3,2023-10-24
Fish Food Flakes,103.52,15,2023-11-14
Ceramic Ornaments,153.41,17,2024-06-07
Fish Tank - 50 Gallon,103.59,14,2024-08-31
Corydoras Catfish,95.61,1,2024-05-28
Discus,68.5,3,2023-10-21
Check Valve,5.66,14,2024-08-21
Thermometer,99.18,2,2024-05-28
Clown Loach,122.15,19,2023-10-05
LED Aquarium Light,114.87,15,2024-04-27
Artificial Plants,44.87,7,2024-05-14
LED Aquarium Light,27.72,12,2024-06-10
Fish Net,137.9,12,2024-05-22
Discus,139.16,6,2024-04-24
Fish Food Pellets,170.32,6,2024-01-01
Artificial Plants,178.19,9,2024-05-02
Aquarium Filter - Large,118.01,8,2024-02-20
Quarantine Tank,85.49,8,2023-12-22
Water Test Kit,130.55,13,2024-04-27
Air Pump,47.97,20,2024-01-01
Algae Scrubber,119.52,15,2024-09-15
Aquarium Filter - Large,145.34,9,2024-05-08
Cherry Barb,8.85,9,2023-10-25
Siamese Algae Eater,149.31,9,2023-11-11
Fish Tank - 5 Gallon,78.2,12,2024-02-08
Cherry Barb,118.04,4,2023-12-19
Aquarium Filter - Small,91.24,18,2023-10-29
Goldfish,184.54,17,2023-12-23
Algae Control,54.68,16,2024-01-21
Water Test Kit,196.81,3,2024-09-14
Automatic Fish Feeder,63.8,14,2024-02-04
Aquarium Heater,139.57,18,2024-05-12
Fish Food Pellets,169.81,11,2024-06-16
Goldfish,19.08,16,2024-04-17
Fish Net,79.04,12,2024-06-29
Aquarium Stand,131.79,12,2024-07-24
Quarantine Tank,84.05,9,2023-10-12
Driftwood,191.87,12,2024-01-12
Ammonia Remover,100.5,4,2023-11-30
Frozen Bloodworms,163.5,10,2024-03-04
Algae Control,31.53,3,2024-03-04
Check Valve,185.26,13,2024-08-30
Automatic Fish Feeder,22.16,8,2024-09-10
Fish Net,123.71,20,2024-06-17
Frozen Bloodworms,187.9,13,2023-12-05
Automatic Fish Feeder,29.66,17,2024-07-13
Algae Scrubber,155.85,19,2024-01-17
Aquarium Filter - Medium,54.87,12,2024-02-17
Bio Balls,96.66,18,2024-08-29
Decorative Rocks,111.05,10,2024-04-05
Corydoras Catfish,82.3,8,2024-09-01
Guppy,38.77,15,2023-12-30
Filter Cartridges,76.47,18,2024-03-21
Siamese Algae Eater,18.34,19,2023-11-13
Aquarium Filter - Small,12.12,7,2024-09-03
Discus,86.51,2,2024-07-09
Aquarium Filter - Large,192.29,8,2024-08-11
Bacterial Supplement,190.43,14,2024-02-17
LED Aquarium Light,160.6,6,2024-09-22
Ceramic Ornaments,45.87,4,2023-09-28
Aquarium Heater,163.0,3,2024-02-01
Water Conditioner,82.77,4,2024-01-27
Aquarium Filter - Small,105.04,13,2024-07-31
Live Aquarium Plants - Anubias,119.19,9,2024-03-01
Zebra Danio,18.99,15,2024-05-25
Filter Cartridges,128.13,2,2024-04-11
Breeding Box,127.5,14,2024-03-20
Live Aquarium Plants - Java Fern,30.35,12,2024-06-06
Driftwood,137.89,1,2024-03-25
LED Aquarium Light,108.12,7,2024-03-28
Algae Control,181.05,7,2024-02-11
Guppy,86.13,3,2024-08-16
Live Aquarium Plants - Amazon Sword,112.63,20,2024-04-04
Aquarium Filter - Medium,59.12,20,2024-05-01
Betta Fish,109.97,16,2024-06-02
Clown Loach,22.66,13,2024-02-08
Fish Tank - 5 Gallon,185.48,13,2023-10-09
Filter Cartridges,151.58,13,2023-12-21
Gravel Vacuum,50.85,8,2024-06-04
Angelfish,152.8,16,2024-09-15
LED Aquarium Light,177.48,6,2024-07-02
Fish Tank - 50 Gallon,190.12,8,2024-07-24
Fish Food Pellets,171.19,5,2024-07-26
Rainbow Shark,124.49,10,2024-06-03
Brine Shrimp,108.93,1,2024-08-02
Frozen Bloodworms,125.98,10,2024-03-12
Water Test Kit,167.52,8,2024-03-19
Bio Balls,43.36,17,2024-02-20
Discus,167.74,17,2024-03-06
Air Pump,45.98,3,2024-01-31
Water Test Kit,177.16,1,2023-12-31
Otocinclus Catfish,84.43,4,2024-04-10
Discus,49.7,8,2023-11-21
Fish Tank - 50 Gallon,51.16,8,2023-10-02
Brine Shrimp,160.72,18,2023-10-01
Water Test Kit,166.48,13,2024-09-08
Aquarium Filter - Large,146.69,10,2024-03-06
Bacterial Supplement,16.03,20,2024-04-25
pH Adjuster,136.23,3,2023-10-07
Corydoras Catfish,195.97,17,2024-04-10
LED Aquarium Light,145.16,5,2024-05-14
Clown Loach,51.74,2,2024-06-04
Platy,162.58,13,2024-04-04
Aquarium Moss,110.47,1,2024-03-24
Betta Tank,27.27,1,2023-09-25
Platy,169.35,17,2023-09-26
Artificial Plants,135.71,10,2024-08-09
Angelfish,100.24,15,2024-08-10
Algae Wafers,19.12,15,2024-01-01
Corydoras Catfish,136.02,15,2024-09-12
Corydoras Catfish,63.49,9,2023-11-24
Platy,106.76,17,2024-07-17
Thermometer,56.25,14,2023-11-28
Guppy,137.09,3,2024-03-28
Breeding Box,29.22,16,2023-11-14
Thermometer,108.11,9,2024-01-03
Siamese Algae Eater,175.11,19,2024-06-04
Discus,126.15,5,2024-05-10
Algae Control,54.32,10,2024-06-16
Breeding Box,33.04,4,2024-06-01
Water Test Kit,59.68,15,2024-02-27
Aquarium Filter - Small,96.13,14,2024-02-10
Bacterial Supplement,180.01,12,2024-07-26
Live Aquarium Plants - Amazon Sword,51.75,16,2024-04-05
Zebra Danio,6.07,19,2023-12-27
pH Adjuster,158.27,7,2024-08-09
Aquarium Background,129.31,10,2024-07-09
Algae Control,22.02,3,2023-12-14
Aquarium Filter - Large,6.96,9,2024-02-15
Corydoras Catfish,13.53,7,2024-02-02
Water Conditioner,152.11,3,2024-06-22
Algae Wafers,85.46,1,2023-09-26
Brine Shrimp,70.3,15,2024-04-28
Fish Tank - 20 Gallon,124.59,17,2024-02-11
Otocinclus Catfish,170.85,10,2023-10-12
Live Aquarium Plants - Amazon Sword,67.92,20,2024-02-16
Aquarium Heater,182.88,6,2024-05-11
Ammonia Remover,138.95,10,2024-04-03
Gravel Vacuum,30.45,10,2024-02-29
Brine Shrimp,51.06,17,2024-02-21
Aquarium Heater,199.1,17,2024-09-18
Fish Tank - 10 Gallon,167.09,20,2023-10-08
Goldfish,53.62,20,2023-12-02
Live Aquarium Plants - Anubias,152.65,13,2024-01-03
Brine Shrimp,117.15,7,2024-05-17
Betta Tank,74.04,18,2023-12-07
Frozen Bloodworms,163.79,18,2023-10-02
Artificial Plants,27.2,9,2023-10-18
Fish Net,181.87,11,2023-10-06
Discus,78.5,20,2023-11-16
Corydoras Catfish,132.32,3,2023-12-06
Thermometer,176.61,7,2024-01-09
Frozen Bloodworms,184.04,6,2024-07-31
Ceramic Ornaments,183.6,18,2023-09-28
Sand Substrate,66.34,16,2023-12-18
Neon Tetra,81.4,10,2024-02-28
Aquarium Stand,122.04,13,2023-10-08
Driftwood,145.08,15,2023-11-19
Aquarium Stand,124.82,8,2024-01-26
pH Adjuster,101.28,9,2024-07-06
Betta Fish,158.0,11,2023-10-08
Air Pump,185.59,9,2024-06-01
Algae Scrubber,34.51,20,2023-12-28
Algae Control,56.58,11,2024-02-19
Bio Balls,39.5,20,2024-02-26
Corydoras Catfish,86.22,16,2024-08-30
Clown Loach,65.05,9,2024-08-22
Corydoras Catfish,73.78,4,2024-09-19
Algae Scrubber,47.59,5,2024-02-03
Algae Control,63.27,1,2024-03-31
Algae Control,107.3,11,2024-01-03
Clown Loach,136.05,18,2023-10-26
Betta Tank,70.34,6,2024-06-13
Molly,70.86,6,2024-06-27
Aquarium Moss,164.98,8,2023-10-29
Otocinclus Catfish,96.38,8,2024-08-09
Rainbow Shark,19.52,19,2024-07-12
Live Aquarium Plants - Java Fern,158.79,7,2024-09-09
Automatic Fish Feeder,138.2,19,2024-05-11
Bio Balls,55.07,2,2023-12-08
Cherry Barb,184.32,1,2024-05-15
Aquarium Filter - Large,55.93,19,2023-09-25
Otocinclus Catfish,27.77,10,2024-03-30
Betta Tank,17.96,19,2023-12-02
Fish Food Flakes,56.63,15,2024-04-16
Live Aquarium Plants - Anubias,167.12,1,2024-07-22
Algae Control,128.35,5,2024-07-21
Aquarium Heater,49.36,5,2024-03-27
Sand Substrate,31.0,16,2023-12-17
Gravel Vacuum,176.56,12,2023-10-10
Driftwood,94.73,11,2024-07-29
Bio Balls,48.01,5,2024-09-10
Decorative Rocks,72.76,13,2023-10-19
Betta Fish,89.97,6,2024-06-05
Bio Balls,144.66,10,2024-08-17
Aquarium Background,76.35,5,2024-02-28
Ammonia Remover,134.57,16,2023-12-20
Fish Tank - 5 Gallon,15.72,20,2024-04-17
Aquarium Moss,178.82,9,2024-03-10
Driftwood,135.35,1,2024-07-24
Gravel Substrate,85.02,4,2024-08-02
Fish Net,174.92,3,2024-07-03
Bacterial Supplement,34.56,13,2024-01-20
Algae Scrubber,32.09,6,2024-04-29
Automatic Fish Feeder,117.92,2,2024-06-05
Otocinclus Catfish,82.51,19,2024-07-02
Sand Substrate,156.63,9,2024-08-16
Artificial Plants,193.05,2,2024-07-22
Water Test Kit,85.48,10,2024-06-28
Live Aquarium Plants - Anubias,26.87,15,2024-05-04
LED Aquarium Light,84.8,13,2024-04-19
Neon Tetra,112.38,19,2024-05-09
Water Conditioner,117.95,7,2024-04-24
Molly,22.31,13,2024-09-18
Live Aquarium Plants - Anubias,31.86,1,2024-08-28
Decorative Rocks,60.13,20,2023-10-24
Fish Net,68.35,5,2024-05-12
Corydoras Catfish,61.77,9,2024-08-14
Water Conditioner,183.18,16,2024-02-06
Algae Wafers,29.2,8,2024-07-29
Ceramic Ornaments,163.22,15,2023-10-24
Ammonia Remover,187.87,10,2024-07-06
Filter Cartridges,66.94,3,2024-01-16
Fish Tank - 20 Gallon,130.58,8,2024-09-12
Aquarium Heater,128.43,12,2024-05-13
Fish Tank - 10 Gallon,114.08,13,2024-07-06
Live Aquarium Plants - Amazon Sword,117.64,5,2024-07-12
Platy,98.09,6,2024-02-01
LED Aquarium Light,177.76,18,2023-10-20
Aquarium Background,192.49,4,2024-08-30
Goldfish,139.62,10,2023-10-28
Discus,82.63,15,2023-10-27
Aquarium Filter - Medium,97.75,10,2023-10-09
Fish Food Flakes,142.48,8,2024-08-12
Aquarium Filter - Large,72.75,16,2024-04-17
Quarantine Tank,173.02,10,2024-04-13
Water Test Kit,170.03,18,2024-02-21
Algae Wafers,48.77,3,2023-11-21
Neon Tetra,70.88,8,2024-01-18
pH Adjuster,47.9,8,2024-08-10
Water Conditioner,123.87,10,2024-05-14
Air Stone,62.3,2,2023-09-26
Discus,155.12,20,2024-04-09
Fish Tank - 50 Gallon,65.76,4,2024-08-21
Bacterial Supplement,163.75,7,2024-06-27
Otocinclus Catfish,169.72,5,2024-05-10
Fish Food Flakes,128.09,12,2024-07-11
Rainbow Shark,71.93,6,2024-07-11
Ceramic Ornaments,70.09,15,2024-05-17
Molly,113.1,10,2024-08-27
Fish Net,86.95,18,2024-01-29
Aquarium Heater,37.92,16,2023-12-11
LED Aquarium Light,135.95,16,2023-12-21
Gravel Substrate,86.94,11,2023-11-01
Breeding Box,76.27,9,2024-02-21
LED Aquarium Light,124.45,19,2024-06-14
Guppy,138.08,14,2023-10-26
Neon Tetra,21.67,17,2023-10-08
Frozen Bloodworms,50.77,5,2024-06-13
Zebra Danio,120.57,8,2024-02-13
Check Valve,97.83,8,2024-04-17
Fish Tank - 10 Gallon,132.06,2,2024-07-01
Otocinclus Catfish,166.1,18,2024-08-12
Fish Food Pellets,80.48,12,2023-09-30
Aquarium Filter - Large,107.98,9,2024-08-11
Algae Wafers,61.66,1,2024-06-08
Gravel Vacuum,72.4,9,2024-06-26
Fish Tank - 10 Gallon,77.04,12,2024-05-13
Algae Scrubber,109.75,17,2024-06-24
Filter Cartridges,68.26,19,2024-08-13
Bacterial Supplement,38.49,19,2023-11-29
Aquarium Heater,161.71,12,2024-02-16
Gravel Vacuum,123.83,7,2024-07-29
Live Aquarium Plants - Amazon Sword,166.31,2,2024-08-10
Aquarium Heater,66.31,17,2023-12-21
Fish Tank - 50 Gallon,29.63,5,2024-05-30
Artificial Plants,45.53,7,2024-09-18
Live Aquarium Plants - Anubias,155.57,18,2023-12-29
Water Test Kit,112.53,2,2023-12-11
Brine Shrimp,166.01,5,2024-02-09
Quarantine Tank,85.64,9,2024-05-05
Fish Tank - 20 Gallon,69.26,12,2024-08-12
Check Valve,155.66,12,2024-02-03
Algae Wafers,147.91,6,2023-10-28
Otocinclus Catfish,146.78,1,2024-03-11
Betta Tank,84.84,20,2024-08-07
Fish Food Pellets,5.49,16,2024-08-11
Aquarium Stand,89.84,15,2024-02-26
Bacterial Supplement,23.85,4,2024-09-10
Air Pump,165.35,12,2023-12-24
Gravel Substrate,175.57,1,2024-07-13
Sand Substrate,84.04,9,2023-10-29
Algae Scrubber,124.29,16,2023-12-09
Decorative Rocks,188.5,14,2024-01-28
Clown Loach,6.33,2,2023-12-02
Algae Wafers,18.53,6,2024-06-13
Sand Substrate,184.15,19,2024-03-20
Fish Food Pellets,110.17,19,2024-08-05
Live Aquarium Plants - Anubias,197.34,1,2024-02-02
Betta Fish,196.72,14,2024-08-15
Bio Balls,10.27,2,2024-08-27
Aquarium Filter - Medium,187.63,15,2023-12-09
Artificial Plants,133.86,14,2024-05-12
Zebra Danio,161.28,11,2024-04-20
Gravel Vacuum,45.19,3,2024-05-31
Gravel Substrate,30.1,19,2024-02-20
Bacterial Supplement,128.09,15,2024-02-14
Corydoras Catfish,76.85,13,2024-05-31
Algae Control,148.57,19,2024-05-29
Fish Tank - 5 Gallon,176.14,18,2024-07-09
pH Adjuster,28.17,16,2023-12-10
Ammonia Remover,162.61,10,2024-02-13
Air Pump,167.72,11,2023-12-15
Guppy,61.28,17,2024-02-12
Aquarium Background,145.31,20,2024-06-20
Algae Control,55.65,20,2024-08-10
Algae Scrubber,11.3,4,2023-11-12
Goldfish,167.35,12,2024-04-20
LED Aquarium Light,141.92,7,2024-09-08
Water Conditioner,179.75,18,2023-12-07
Ammonia Remover,136.12,14,2023-11-15
Fish Tank - 5 Gallon,60.32,5,2024-01-21
Fish Tank - 10 Gallon,142.63,10,2024-04-01
Water Conditioner,65.02,17,2024-07-19
Artificial Plants,22.46,7,2024-07-28
Ammonia Remover,107.86,8,2024-02-24
Aquarium Filter - Small,74.52,18,2023-12-17
Automatic Fish Feeder,65.42,1,2023-11-26
LED Aquarium Light,55.81,2,2023-10-05
Aquarium Filter - Large,85.99,3,2024-05-18
Angelfish,192.99,20,2024-01-18
Automatic Fish Feeder,71.77,9,2024-02-04
Betta Fish,87.87,11,2024-09-05
Thermometer,20.9,3,2024-05-22
Platy,46.75,14,2023-10-24
Goldfish,62.83,20,2024-04-02
Ammonia Remover,144.77,6,2023-11-27
Aquarium Moss,84.33,10,2023-12-15
Filter Cartridges,10.54,13,2024-07-01
Air Pump,115.62,8,2024-05-23
Aquarium Filter - Large,70.98,4,2023-11-21
Clown Loach,113.17,7,2024-07-01
Guppy,23.63,1,2023-12-30
Gravel Substrate,156.07,8,2023-11-13
Fish Food Pellets,82.47,5,2023-11-10
Aquarium Filter - Small,193.93,8,2024-09-20
Check Valve,92.46,4,2024-06-21
Sand Substrate,180.76,14,2023-11-04
Decorative Rocks,88.07,8,2024-05-07
Fish Tank - 5 Gallon,73.65,16,2023-12-27
Zebra Danio,192.49,3,2024-05-16
Air Stone,99.77,16,2024-06-29
Neon Tetra,43.26,12,2024-03-21
Filter Cartridges,124.87,16,2024-06-16
Ceramic Ornaments,55.71,6,2024-03-27
Fish Tank - 10 Gallon,54.9,7,2024-05-01
Gravel Substrate,103.06,5,2024-07-21
Cherry Barb,109.03,17,2023-10-08
Driftwood,29.92,15,2023-10-28
Algae Wafers,79.91,13,2023-10-04
Decorative Rocks,9.66,5,2023-10-09
Angelfish,198.08,15,2024-04-18
Platy,162.68,17,2024-03-09
Frozen Bloodworms,88.09,16,2024-08-13
Water Conditioner,37.03,20,2024-02-20
Check Valve,170.13,11,2024-07-13
Betta Tank,105.28,5,2024-09-17
Fish Tank - 5 Gallon,185.76,13,2023-11-08
Guppy,197.44,9,2024-08-11
Betta Tank,147.07,9,2024-04-22
Platy,51.98,10,2023-12-04
Quarantine Tank,83.11,20,2023-11-29
Aquarium Background,125.04,16,2023-12-30
Thermometer,129.75,11,2024-04-09
Betta Fish,31.86,20,2024-02-28
Algae Scrubber,77.29,20,2024-06-26
Ceramic Ornaments,45.6,17,2024-08-06
Platy,62.1,18,2024-09-09
Aquarium Stand,27.74,18,2024-01-15
Siamese Algae Eater,89.52,7,2024-03-27
Neon Tetra,85.97,6,2023-12-19
Otocinclus Catfish,117.07,16,2024-04-26
Bacterial Supplement,48.5,20,2023-12-13
Platy,82.89,1,2023-11-06
Filter Cartridges,159.83,1,2023-10-19
Live Aquarium Plants - Amazon Sword,44.46,12,2024-04-03
Fish Food Pellets,40.18,13,2023-10-23
Aquarium Stand,17.79,10,2023-12-09
Aquarium Moss,94.63,14,2024-08-13
Fish Food Pellets,144.25,10,2023-10-18
Fish Tank - 50 Gallon,62.43,19,2024-08-07
Goldfish,127.07,17,2023-10-23
Bacterial Supplement,18.2,11,2023-11-23
Platy,60.34,14,2024-08-23
Brine Shrimp,53.43,9,2023-11-13
Gravel Substrate,19.62,12,2024-02-29
Automatic Fish Feeder,173.09,18,2024-03-08
Frozen Bloodworms,145.96,2,2024-07-28
Ammonia Remover,74.5,9,2024-06-02
Ceramic Ornaments,165.15,14,2024-07-10
Gravel Vacuum,6.24,17,2023-12-11
Brine Shrimp,75.84,5,2024-08-24
Goldfish,101.21,13,2023-12-31
Fish Food Pellets,108.49,19,2023-12-20
Aquarium Filter - Small,102.45,10,2023-11-29
Fish Tank - 50 Gallon,148.09,7,2024-08-31
Betta Fish,10.3,6,2024-02-16
Siamese Algae Eater,33.29,9,2023-12-21
Check Valve,175.64,18,2024-04-02
Betta Tank,42.31,15,2024-02-16
Driftwood,6.57,13,2023-12-04
Sand Substrate,58.66,12,2023-11-06
Aquarium Background,130.09,10,2024-08-29
Air Stone,182.29,17,2024-03-24
Neon Tetra,9.67,11,2024-02-01
Fish Tank - 20 Gallon,31.46,8,2023-11-15
LED Aquarium Light,83.01,20,2024-02-13
Driftwood,42.76,3,2024-04-11
Cherry Barb,193.54,19,2024-07-10
Automatic Fish Feeder,61.79,4,2024-07-01
Water Conditioner,106.2,16,2024-07-21
Corydoras Catfish,159.31,10,2023-10-24
Gravel Vacuum,87.46,17,2024-02-02
Aquarium Moss,101.98,18,2024-05-14
Discus,133.36,15,2023-11-26
Check Valve,75.74,14,2024-01-15
Aquarium Filter - Medium,188.49,1,2023-12-11
Ceramic Ornaments,13.55,8,2024-02-24
Rainbow Shark,6.46,1,2024-04-28
Platy,36.06,19,2024-01-20
Water Test Kit,88.09,8,2024-09-03
Aquarium Filter - Large,93.1,6,2024-04-20
Fish Food Pellets,106.83,15,2024-03-22
Angelfish,117.27,7,2023-12-28
Molly,8.62,13,2024-07-01
Ammonia Remover,189.84,4,2023-10-13
Molly,129.75,5,2024-07-20
Breeding Box,41.82,3,2024-05-19
Artificial Plants,144.54,3,2024-03-04
Fish Food Flakes,183.01,3,2024-07-25
Frozen Bloodworms,80.01,20,2024-03-09
Aquarium Filter - Large,66.94,18,2024-03-31
Frozen Bloodworms,136.7,7,2024-03-22
Discus,84.74,2,2023-11-11
Brine Shrimp,36.91,8,2024-07-21
Decorative Rocks,186.8,7,2024-01-19
Live Aquarium Plants - Java Fern,137.92,19,2023-12-21
Ammonia Remover,129.4,10,2024-05-29
Fish Food Flakes,72.23,17,2024-04-12
LED Aquarium Light,112.62,14,2024-02-02
Fish Tank - 10 Gallon,82.95,7,2023-11-06
pH Adjuster,67.45,13,2024-04-05
Air Stone,92.64,2,2023-11-16
Algae Wafers,126.47,4,2024-08-06
Platy,141.38,16,2023-12-15
Betta Fish,62.68,13,2024-02-27
Live Aquarium Plants - Amazon Sword,137.97,17,2023-11-24
Live Aquarium Plants - Anubias,26.56,17,2024-09-04
Artificial Plants,62.86,3,2024-08-21
Aquarium Filter - Large,126.26,6,2024-02-08
Fish Tank - 50 Gallon,31.68,2,2024-04-25
Aquarium Background,24.92,19,2024-01-16
pH Adjuster,84.19,7,2023-12-30
Water Conditioner,22.24,5,2024-05-12
Air Pump,87.38,13,2024-07-01
Aquarium Moss,25.89,15,2024-08-10
Filter Cartridges,102.09,5,2024-05-02
Fish Tank - 50 Gallon,19.35,13,2024-03-29
Quarantine Tank,127.97,3,2024-09-08
Algae Control,175.09,15,2023-11-02
Ceramic Ornaments,106.96,5,2023-12-23
Fish Tank - 50 Gallon,159.2,15,2023-10-11
Live Aquarium Plants - Anubias,80.57,9,2024-07-11
Zebra Danio,172.75,16,2024-08-13
Fish Food Flakes,175.99,19,2024-08-27
Air Pump,62.91,17,2023-10-06
Aquarium Moss,111.97,11,2024-06-07
Fish Tank - 50 Gallon,190.66,17,2023-11-11
Fish Tank - 20 Gallon,147.35,20,2024-03-16
Otocinclus Catfish,128.39,16,2023-11-25
Cherry Barb,59.64,18,2023-11-08
pH Adjuster,92.92,2,2024-07-20
Fish Tank - 20 Gallon,181.55,12,2024-08-26
Gravel Substrate,91.3,3,2024-04-21
Fish Tank - 20 Gallon,24.94,3,2024-02-20
Breeding Box,33.08,19,2024-06-27
Air Stone,148.7,20,2024-01-12
Rainbow Shark,32.45,10,2023-11-22
Filter Cartridges,44.98,6,2024-06-18
Goldfish,45.78,19,2024-07-10
Corydoras Catfish,32.53,3,2023-11-16
Molly,161.58,2,2023-10-13
Cherry Barb,90.55,5,2024-08-28
Live Aquarium Plants - Amazon Sword,22.25,1,2024-08-03
Algae Control,165.81,4,2024-07-31
Rainbow Shark,110.38,4,2024-03-04
Decorative Rocks,23.17,1,2023-09-25
Algae Control,25.31,4,2024-06-09
Water Conditioner,175.69,5,2024-07-29
Artificial Plants,142.3,6,2023-10-06
Neon Tetra,102.02,12,2024-07-10
Driftwood,159.74,20,2023-10-17
Driftwood,17.18,18,2024-08-23
Live Aquarium Plants - Java Fern,114.67,19,2024-09-03
Algae Scrubber,154.02,8,2023-10-14
Guppy,25.16,12,2024-05-05
Check Valve,145.27,14,2024-06-25
Aquarium Filter - Large,44.0,13,2024-03-25
pH Adjuster,47.66,2,2023-12-04
Rainbow Shark,132.23,7,2024-05-21
Zebra Danio,93.33,17,2024-04-09
Corydoras Catfish,58.54,16,2024-02-20
Siamese Algae Eater,185.26,14,2023-11-09
Aquarium Heater,141.74,16,2024-05-25
Zebra Danio,27.53,11,2024-01-12
Clown Loach,5.27,8,2024-04-18
Ceramic Ornaments,66.48,14,2024-01-13
Corydoras Catfish,174.41,20,2023-11-05
Aquarium Moss,13.37,8,2024-02-01
Zebra Danio,164.17,4,2024-02-01
Siamese Algae Eater,199.4,20,2024-07-02
Fish Food Pellets,9.22,4,2023-10-19
Betta Tank,38.95,10,2024-07-24
Aquarium Filter - Large,131.32,19,2024-01-12
Clown Loach,163.98,5,2023-11-13
Bacterial Supplement,57.56,12,2023-10-08
